show_id,type,title,title_Cleaned,director,director_Cleaned,cast,country,date_added,release_year,rating,duration,duration_minutes,duration_seasons,listed_in,description
s1193,TV Show,Show 1193,Show 1193,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,03-11-2016,2021,PG-13,165 min,165,,Action,Sample description of the show
s1194,Movie,Show 1194,Show 1194,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,27-04-2015,2005,TV-PG,6 Seasons,,6,Horror,Sample description of the show
s1195,Movie,Show 1195,Show 1195,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,04-08-2016,1987,G,2 Seasons,,2,Action,Sample description of the show
s1196,Movie,Show 1196,Show 1196,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,25-09-2020,2009,TV-14,163 min,163,,Comedy,Sample description of the show
s1197,TV Show,Show 1197,Show 1197,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,06-09-2021,1993,R,111 min,111,,Action,Sample description of the show
s1198,TV Show,Show 1198,Show 1198,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,14-12-2018,2010,R,113 min,113,,Documentary,Sample description of the show
s1199,Movie,Show 1199,Show 1199,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,21-09-2022,1980,,1 Seasons,,1,Drama,Sample description of the show
s1200,TV Show,Show 1200,Show 1200,Anita Desai,Anita Desai,,South Korea,17-06-2022,2002,TV-14,3 Seasons,,3,Romance,Sample description of the show
s1201,Movie,Show 1201,Show 1201,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,03-10-2016,2016,,179 min,179,,Thriller,Sample description of the show
s1202,TV Show,Show 1202,Show 1202,,,"Actor A, Actor B, Actor C",,29-12-2016,2001,PG-13,135 min,135,,Action,Sample description of the show
s1203,TV Show,Show 1203,Show 1203,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,21-05-2022,1993,PG,140 min,140,,Comedy,Sample description of the show
s1204,TV Show,Show 1204,Show 1204,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,01-07-2021,1998,G,148 min,148,,Documentary,Sample description of the show
s1205,TV Show,Show 1205,Show 1205,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,17-10-2021,2008,TV-14,119 min,119,,Thriller,Sample description of the show
s1206,Movie,Show 1206,Show 1206,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,15-07-2015,1983,,84 min,84,,Comedy,Sample description of the show
s1207,TV Show,Show 1207,Show 1207,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,15-06-2019,1989,,3 Seasons,,3,Thriller,Sample description of the show
s1208,Movie,Show 1208,Show 1208,  Steven   Spielberg  ,Steven Spielberg,,,14-11-2021,1995,PG,139 min,139,,Drama,Sample description of the show
s1209,TV Show,Show 1209,Show 1209,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,10-09-2022,1998,TV-PG,92 min,92,,Thriller,Sample description of the show
s1210,TV Show,Show 1210,Show 1210,Anita Desai,Anita Desai,,Canada,06-07-2019,1997,TV-14,134 min,134,,Documentary,Sample description of the show
s1211,Movie,Show 1211,Show 1211,,,"Actor A, Actor B, Actor C",Japan,14-06-2019,1989,,8 Seasons,,8,Documentary,Sample description of the show
s1212,TV Show,Show 1212,Show 1212,,,"Actor A, Actor B, Actor C",Canada,06-10-2022,1983,TV-MA,129 min,129,,Horror,Sample description of the show
s1213,Movie,Show 1213,Show 1213,John Smith,John Smith,"Actor A, Actor B, Actor C",India,28-03-2016,1983,R,176 min,176,,Action,Sample description of the show
s1214,Movie,Show 1214,Show 1214,,,,United Kingdom,20-10-2018,1982,,128 min,128,,Documentary,Sample description of the show
s1215,Movie,Show 1215,Show 1215,John Smith,John Smith,,Japan,10-07-2022,1988,PG-13,116 min,116,,Drama,Sample description of the show
s1216,TV Show,Show 1216,Show 1216,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,11-09-2015,2010,TV-PG,8 Seasons,,8,Comedy,Sample description of the show
s1217,TV Show,Show 1217,Show 1217,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,12-10-2020,1980,PG,8 Seasons,,8,Documentary,Sample description of the show
s1218,TV Show,Show 1218,Show 1218,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,12-03-2022,2008,TV-PG,4 Seasons,,4,Drama,Sample description of the show
s1219,TV Show,Show 1219,Show 1219,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,09-08-2021,2006,TV-PG,109 min,109,,Comedy,Sample description of the show
s1220,TV Show,Show 1220,Show 1220,,,"Actor A, Actor B, Actor C",,08-05-2015,2009,TV-PG,113 min,113,,Documentary,Sample description of the show
s1221,TV Show,Show 1221,Show 1221,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,08-11-2015,1992,PG-13,4 Seasons,,4,Horror,Sample description of the show
s1222,Movie,Show 1222,Show 1222,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,26-12-2016,1983,TV-PG,179 min,179,,Drama,Sample description of the show
s1223,Movie,Show 1223,Show 1223,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,19-05-2015,2007,G,2 Seasons,,2,Action,Sample description of the show
s1224,TV Show,Show 1224,Show 1224,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,24-10-2018,1981,,123 min,123,,Comedy,Sample description of the show
s1225,Movie,Show 1225,Show 1225,,,"Actor A, Actor B, Actor C",,31-01-2016,1997,PG-13,2 Seasons,,2,Thriller,Sample description of the show
s1226,TV Show,Show 1226,Show 1226,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,27-05-2017,1981,R,176 min,176,,Thriller,Sample description of the show
s1227,Movie,Show 1227,Show 1227,John Smith,John Smith,"Actor A, Actor B, Actor C",,27-02-2023,1997,R,4 Seasons,,4,Drama,Sample description of the show
s1228,Movie,Show 1228,Show 1228,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,18-08-2020,2019,R,178 min,178,,Comedy,Sample description of the show
s1229,Movie,Show 1229,Show 1229,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,06-12-2022,2023,R,97 min,97,,Horror,Sample description of the show
s1230,Movie,Show 1230,Show 1230,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,22-11-2016,2020,TV-14,156 min,156,,Comedy,Sample description of the show
s1231,Movie,Show 1231,Show 1231,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,11-01-2021,1988,PG-13,108 min,108,,Comedy,Sample description of the show
s1232,Movie,Show 1232,Show 1232,John Smith,John Smith,"Actor A, Actor B, Actor C",India,21-03-2015,1980,PG,94 min,94,,Thriller,Sample description of the show
s1233,TV Show,Show 1233,Show 1233,  Steven   Spielberg  ,Steven Spielberg,,South Korea,21-09-2016,1990,R,4 Seasons,,4,Thriller,Sample description of the show
s1234,Movie,Show 1234,Show 1234,,,"Actor A, Actor B, Actor C",Canada,01-03-2015,2020,G,133 min,133,,Action,Sample description of the show
s1235,TV Show,Show 1235,Show 1235,,,"Actor A, Actor B, Actor C",United States,01-07-2018,1986,TV-14,158 min,158,,Horror,Sample description of the show
s1236,Movie,Show 1236,Show 1236,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,28-08-2015,1984,G,132 min,132,,Action,Sample description of the show
s1237,Movie,Show 1237,Show 1237,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,13-09-2019,1986,R,5 Seasons,,5,Romance,Sample description of the show
s1238,TV Show,Show 1238,Show 1238,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,26-01-2020,1981,TV-MA,100 min,100,,Horror,Sample description of the show
s1239,TV Show,Show 1239,Show 1239,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,22-02-2020,2002,TV-PG,5 Seasons,,5,Comedy,Sample description of the show
s1240,Movie,Show 1240,Show 1240,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,26-12-2021,1989,TV-MA,153 min,153,,Drama,Sample description of the show
s1241,Movie,Show 1241,Show 1241,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,,2023,R,143 min,143,,Action,Sample description of the show
s1242,Movie,Show 1242,Show 1242,,,"Actor A, Actor B, Actor C",Japan,17-12-2020,2009,TV-MA,95 min,95,,Action,Sample description of the show
s1243,TV Show,Show 1243,Show 1243,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,10-05-2020,2011,TV-PG,118 min,118,,Drama,Sample description of the show
s1244,TV Show,Show 1244,Show 1244,Raj Malhotra,Raj Malhotra,,Canada,04-02-2021,2014,,161 min,161,,Thriller,Sample description of the show
s1245,Movie,Show 1245,Show 1245,,,"Actor A, Actor B, Actor C",United Kingdom,12-05-2019,1992,TV-MA,7 Seasons,,7,Thriller,Sample description of the show
s1246,TV Show,Show 1246,Show 1246,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,12-11-2021,1996,R,95 min,95,,Drama,Sample description of the show
s1247,Movie,Show 1247,Show 1247,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,03-03-2022,2020,,5 Seasons,,5,Drama,Sample description of the show
s1248,Movie,Show 1248,Show 1248,John Smith,John Smith,"Actor A, Actor B, Actor C",India,07-08-2015,1993,,8 Seasons,,8,Drama,Sample description of the show
s1249,TV Show,Show 1249,Show 1249,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,08-04-2017,2016,PG-13,133 min,133,,Action,Sample description of the show
s1250,TV Show,Show 1250,Show 1250,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,14-09-2020,2005,G,137 min,137,,Comedy,Sample description of the show
s1251,Movie,Show 1251,Show 1251,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,16-12-2018,2009,G,142 min,142,,Romance,Sample description of the show
s1252,TV Show,Show 1252,Show 1252,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,02-06-2017,2018,PG-13,159 min,159,,Drama,Sample description of the show
s1253,Movie,Show 1253,Show 1253,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,24-10-2016,2008,TV-MA,162 min,162,,Horror,Sample description of the show
s1254,Movie,Show 1254,Show 1254,,,,United Kingdom,30-04-2021,2019,TV-PG,138 min,138,,Drama,Sample description of the show
s1255,TV Show,Show 1255,Show 1255,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,18-05-2022,2022,,96 min,96,,Romance,Sample description of the show
s1256,TV Show,Show 1256,Show 1256,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,04-01-2018,2023,TV-MA,107 min,107,,Thriller,Sample description of the show
s1257,TV Show,Show 1257,Show 1257,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,06-09-2017,1982,TV-MA,91 min,91,,Horror,Sample description of the show
s1258,TV Show,Show 1258,Show 1258,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,04-10-2020,2010,,7 Seasons,,7,Documentary,Sample description of the show
s1259,Movie,Show 1259,Show 1259,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,16-06-2021,2017,G,180 min,180,,Romance,Sample description of the show
s1260,TV Show,Show 1260,Show 1260,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,26-08-2019,1996,TV-PG,83 min,83,,Drama,Sample description of the show
s1261,Movie,Show 1261,Show 1261,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,20-08-2018,1995,TV-MA,142 min,142,,Thriller,Sample description of the show
s1262,Movie,Show 1262,Show 1262,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,04-02-2017,2011,TV-MA,167 min,167,,Thriller,Sample description of the show
s1263,Movie,Show 1263,Show 1263,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,24-11-2017,1988,G,133 min,133,,Documentary,Sample description of the show
s1264,Movie,Show 1264,Show 1264,,,,Canada,22-05-2020,1992,,93 min,93,,Romance,Sample description of the show
s1265,Movie,Show 1265,Show 1265,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,25-01-2015,2010,G,2 Seasons,,2,Romance,Sample description of the show
s1266,TV Show,Show 1266,Show 1266,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,22-01-2021,2009,G,6 Seasons,,6,Comedy,Sample description of the show
s1267,Movie,Show 1267,Show 1267,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,30-01-2017,1980,TV-14,6 Seasons,,6,Romance,Sample description of the show
s1268,Movie,Show 1268,Show 1268,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,06-05-2018,2015,,135 min,135,,Romance,Sample description of the show
s1269,TV Show,Show 1269,Show 1269,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,08-08-2017,1993,PG-13,114 min,114,,Comedy,Sample description of the show
s1270,Movie,Show 1270,Show 1270,John Smith,John Smith,,United Kingdom,11-12-2017,1984,TV-MA,8 Seasons,,8,Comedy,Sample description of the show
s1271,TV Show,Show 1271,Show 1271,Raj Malhotra,Raj Malhotra,,Canada,01-01-2018,2001,TV-PG,7 Seasons,,7,Romance,Sample description of the show
s1272,TV Show,Show 1272,Show 1272,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,08-07-2022,1983,TV-PG,155 min,155,,Comedy,Sample description of the show
s1273,TV Show,Show 1273,Show 1273,,,,United States,14-03-2020,1998,G,175 min,175,,Horror,Sample description of the show
s1274,TV Show,Show 1274,Show 1274,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,02-11-2015,1996,PG,170 min,170,,Romance,Sample description of the show
s1275,TV Show,Show 1275,Show 1275,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,13-10-2018,1980,TV-PG,139 min,139,,Thriller,Sample description of the show
s1276,TV Show,Show 1276,Show 1276,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,15-03-2016,1996,,135 min,135,,Drama,Sample description of the show
s1277,TV Show,Show 1277,Show 1277,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,29-01-2018,2022,TV-PG,8 Seasons,,8,Documentary,Sample description of the show
s1278,TV Show,Show 1278,Show 1278,,,"Actor A, Actor B, Actor C",United Kingdom,10-01-2019,2011,TV-PG,89 min,89,,Horror,Sample description of the show
s1279,Movie,Show 1279,Show 1279,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,21-08-2019,1988,R,126 min,126,,Comedy,Sample description of the show
s1280,TV Show,Show 1280,Show 1280,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,04-08-2022,2015,PG-13,133 min,133,,Action,Sample description of the show
s1281,Movie,Show 1281,Show 1281,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,18-05-2017,2010,TV-14,100 min,100,,Drama,Sample description of the show
s1282,TV Show,Show 1282,Show 1282,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,04-06-2021,1994,,4 Seasons,,4,Drama,Sample description of the show
s1283,TV Show,Show 1283,Show 1283,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,29-05-2017,2018,,145 min,145,,Romance,Sample description of the show
s1284,TV Show,Show 1284,Show 1284,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,06-03-2017,2007,TV-MA,119 min,119,,Horror,Sample description of the show
s1285,TV Show,Show 1285,Show 1285,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,26-07-2020,2001,,101 min,101,,Thriller,Sample description of the show
s1286,TV Show,Show 1286,Show 1286,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,06-10-2019,2003,R,2 Seasons,,2,Horror,Sample description of the show
s1287,TV Show,Show 1287,Show 1287,,,"Actor A, Actor B, Actor C",United States,28-03-2016,2003,,172 min,172,,Romance,Sample description of the show
s1288,Movie,Show 1288,Show 1288,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,22-10-2015,1997,PG-13,8 Seasons,,8,Action,Sample description of the show
s1289,TV Show,Show 1289,Show 1289,  Steven   Spielberg  ,Steven Spielberg,,South Korea,21-04-2020,1985,,95 min,95,,Drama,Sample description of the show
s1290,Movie,Show 1290,Show 1290,,,"Actor A, Actor B, Actor C",Canada,09-12-2022,1998,TV-MA,92 min,92,,Comedy,Sample description of the show
s1291,TV Show,Show 1291,Show 1291,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,01-05-2015,2020,R,111 min,111,,Thriller,Sample description of the show
s1292,TV Show,Show 1292,Show 1292,,,"Actor A, Actor B, Actor C",Japan,19-02-2017,1984,R,5 Seasons,,5,Thriller,Sample description of the show
s1293,Movie,Show 1293,Show 1293,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,08-12-2020,2007,G,180 min,180,,Action,Sample description of the show
s1294,TV Show,Show 1294,Show 1294,  Steven   Spielberg  ,Steven Spielberg,,United States,01-11-2020,1998,TV-MA,2 Seasons,,2,Drama,Sample description of the show
s1295,Movie,Show 1295,Show 1295,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,22-07-2018,2003,PG-13,7 Seasons,,7,Thriller,Sample description of the show
s1296,Movie,Show 1296,Show 1296,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,10-11-2015,2000,TV-MA,145 min,145,,Action,Sample description of the show
s1297,TV Show,Show 1297,Show 1297,John Smith,John Smith,"Actor A, Actor B, Actor C",,24-07-2017,1980,,106 min,106,,Comedy,Sample description of the show
s1298,TV Show,Show 1298,Show 1298,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,30-05-2019,1987,,129 min,129,,Documentary,Sample description of the show
s1299,TV Show,Show 1299,Show 1299,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,28-03-2020,1981,R,126 min,126,,Comedy,Sample description of the show
s1300,TV Show,Show 1300,Show 1300,,,"Actor A, Actor B, Actor C",United Kingdom,17-06-2018,1992,PG,164 min,164,,Action,Sample description of the show
s1301,Movie,Show 1301,Show 1301,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,09-04-2017,2022,TV-MA,6 Seasons,,6,Comedy,Sample description of the show
s1302,TV Show,Show 1302,Show 1302,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,22-12-2017,2017,TV-MA,151 min,151,,Comedy,Sample description of the show
s1303,TV Show,Show 1303,Show 1303,,,"Actor A, Actor B, Actor C",United States,19-05-2020,1982,TV-MA,114 min,114,,Thriller,Sample description of the show
s1304,TV Show,Show 1304,Show 1304,,,"Actor A, Actor B, Actor C",United Kingdom,,2003,R,140 min,140,,Romance,Sample description of the show
s1305,TV Show,Show 1305,Show 1305,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,18-03-2020,1995,G,148 min,148,,Action,Sample description of the show
s1306,Movie,Show 1306,Show 1306,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,18-02-2017,2019,R,144 min,144,,Comedy,Sample description of the show
s1307,Movie,SHOW 1307,Show 1307,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,17-02-2023,1995,TV-PG,4 Seasons,,4,Drama,Sample description of the show
s1308,TV Show,Show 1308,Show 1308,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,28-03-2018,1998,TV-PG,137 min,137,,Thriller,Sample description of the show
s1309,TV Show,Show 1309,Show 1309,,,"Actor A, Actor B, Actor C",,07-12-2016,2004,PG,141 min,141,,Romance,Sample description of the show
